"Status","DaysEnrollToStart","Campus1","Campus2","ProgramVersionBSDH2017","ProgramVersionBSN2013","ProgramVersionBSN2015","DaysLeadToEnroll","GenderFemale","MaritalStatusDivorced","MaritalStatusMarried","MaritalStatusSeparated","MaritalStatusSingle","MaritalStatusWidowed","AgeAtLead","IsVeteran1","IsHispanic1","FinancialAidAdvisorID1"
"0",95,0,0,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"1",88,0,1,0,0,1,-1,1,0,0,0,1,0,23,0,1,1
"0",122,0,0,0,0,1,151,1,0,0,0,1,0,24,0,0,1
"1",101,0,0,0,0,1,0,1,0,0,0,1,0,29,0,0,1
"1",102,0,1,0,0,1,0,1,0,0,0,1,0,22,0,0,0
"0",126,0,0,0,0,0,7,1,0,0,0,0,0,32,0,0,1
"0",118,0,0,0,0,1,28,1,0,0,0,1,0,23,0,0,1
"0",131,0,0,0,0,1,19,1,0,0,0,1,0,21,0,0,1
"1",122,0,1,0,0,1,69,1,0,0,0,1,0,23,0,1,0
"1",126,1,0,0,0,1,0,1,0,0,0,1,0,23,0,0,1
"1",136,1,0,0,0,0,0,1,1,0,0,0,0,45,0,0,1
"1",101,0,1,0,0,1,-1,1,0,0,0,0,0,18,0,0,0
"1",131,1,0,0,0,1,-1,1,0,0,0,1,0,32,0,0,1
"1",94,0,1,0,0,1,10,1,0,0,0,1,0,22,0,1,1
"1",39,0,0,0,0,1,-1,1,0,0,0,1,0,24,0,0,1
"1",115,0,1,0,0,1,1206,1,0,0,0,1,0,20,0,0,1
"0",126,0,1,0,0,1,1012,1,0,0,0,1,0,23,0,0,1
"1",88,1,0,0,0,1,2072,1,0,0,0,1,0,18,0,0,1
"1",136,0,0,0,0,1,25,0,0,0,0,1,0,20,0,1,0
"1",126,0,1,0,0,1,5,0,0,0,0,0,0,20,0,0,0
"0",94,0,0,0,0,0,-1,1,0,1,0,0,0,42,0,0,1
"0",38,0,0,0,0,1,-1,1,0,0,0,1,0,19,0,0,1
"1",110,0,1,0,0,1,9,0,0,0,0,1,0,30,0,0,1
"1",46,0,0,0,0,1,-1,1,0,0,0,1,0,19,0,1,1
"1",119,0,0,1,0,0,-1,1,0,0,0,1,0,23,0,0,0
"1",61,0,0,0,0,1,0,1,0,0,0,1,0,25,0,0,1
"1",75,1,0,0,0,0,909,1,0,0,0,1,0,33,1,1,1
"0",125,0,0,0,0,1,84,1,0,0,0,1,0,22,0,1,1
"1",131,0,1,0,0,1,-1,0,0,0,0,1,0,20,0,1,1
"0",129,0,0,0,0,1,216,1,0,1,0,0,0,32,0,0,1
"1",48,0,0,0,0,1,-1,1,0,0,0,1,0,19,0,1,1
"0",154,0,0,0,0,1,0,1,0,0,0,0,0,23,0,1,1
"1",90,0,1,0,0,0,-1,1,0,0,0,0,0,29,0,0,0
"1",116,0,0,1,0,0,-1,1,0,0,0,1,0,22,0,1,1
"0",115,0,0,0,0,1,93,1,0,0,0,1,0,23,0,1,1
"1",123,0,1,0,0,1,141,1,0,0,0,1,0,33,0,0,0
"1",62,1,0,0,0,1,0,1,0,0,0,1,0,22,0,1,1
"0",131,0,0,1,0,0,-1,1,0,1,0,0,0,33,0,1,1
"1",67,0,0,0,0,0,1419,1,0,0,0,1,0,25,0,0,1
"0",95,0,1,0,0,1,717,1,0,0,0,1,0,19,0,0,1
"1",89,1,0,0,0,1,22,1,0,0,1,0,0,36,0,0,1
"1",68,1,0,0,0,1,2,1,0,0,0,1,0,26,0,1,1
"1",109,0,1,0,0,1,110,1,0,0,0,1,0,21,0,0,1
"1",61,1,0,0,0,1,39,1,0,0,0,1,0,23,0,1,1
"0",132,0,1,0,0,0,159,1,0,0,0,1,0,29,0,1,1
"0",515,1,0,0,0,1,0,1,0,0,0,1,0,31,0,0,1
"1",94,0,1,0,0,1,-1,1,0,0,1,0,0,54,0,1,1
"0",12,1,0,0,0,0,614,0,0,0,0,1,0,22,1,0,1
"1",102,0,1,0,0,1,-1,1,0,0,0,0,0,20,0,0,1
"0",125,0,0,0,0,1,161,1,0,0,0,1,0,19,0,0,1
"1",123,1,0,0,0,1,27,1,0,0,0,1,0,24,0,1,1
"0",91,0,1,0,0,0,184,1,0,0,0,1,0,26,0,1,1
"0",132,0,1,0,0,1,28,1,0,0,0,1,0,22,0,0,1
"0",89,0,1,0,0,1,2,1,0,0,0,1,0,21,0,0,1
"0",90,0,1,0,0,1,-1,1,0,0,0,1,0,21,0,0,1
"0",118,0,0,0,0,1,690,1,0,0,0,1,0,24,0,0,1
"1",95,1,0,0,0,1,1,1,0,0,0,1,0,32,0,1,1
"0",68,0,0,0,0,1,1940,1,0,0,0,1,0,19,0,1,1
"0",88,0,1,0,0,0,2045,1,0,0,1,0,0,38,0,1,1
"0",126,0,1,0,0,0,-1,1,0,0,0,1,0,33,0,1,1
"0",74,0,1,0,0,1,-1,0,0,0,0,1,0,19,0,0,1
"1",138,0,1,0,0,1,8,1,0,0,0,0,0,25,0,0,0
"0",56,0,1,0,0,1,156,1,0,0,0,1,0,24,0,0,1
"0",126,0,0,0,0,0,-1,0,0,0,0,1,0,24,0,0,1
"0",151,0,0,0,0,1,-1,1,0,0,0,0,0,24,0,1,1
"1",62,0,0,0,0,0,6,1,0,0,0,0,1,33,0,0,1
"0",126,0,1,0,0,1,872,1,0,0,0,1,0,17,0,1,1
"1",192,0,1,0,0,1,-1,0,0,0,0,1,0,29,0,0,1
"0",103,0,0,0,0,0,1002,1,0,0,0,1,0,31,0,0,1
"1",138,0,1,0,0,1,-1,1,0,0,0,0,0,22,0,0,0
"1",67,1,0,0,0,0,2605,1,0,0,0,1,0,19,0,1,1
"1",66,0,0,1,0,0,-1,0,0,0,0,1,0,20,0,0,0
"1",117,0,1,0,0,1,-1,0,0,1,0,0,0,28,0,0,1
"0",130,0,0,0,0,1,727,1,0,0,0,0,0,42,0,0,1
"0",147,0,1,0,0,1,149,1,0,1,0,0,0,27,0,0,1
"0",84,1,0,0,0,1,144,1,0,0,0,1,0,22,0,0,1
"0",102,0,1,0,0,1,1698,1,0,0,0,1,0,19,0,0,1
"1",137,1,0,0,0,1,0,1,0,0,0,1,0,23,1,0,1
"0",84,0,1,0,0,1,-1,1,0,1,0,0,0,22,0,1,1
"0",32,0,0,0,0,1,41,0,0,0,0,1,0,20,0,0,1
"1",42,0,0,1,0,0,-1,1,0,0,0,1,0,22,0,0,1
"0",77,0,0,0,0,1,-1,1,0,0,0,1,0,24,0,1,1
"0",35,1,0,0,0,1,217,1,0,0,0,1,0,23,0,1,1
"1",38,0,0,0,0,1,-1,1,0,0,0,1,0,29,0,1,1
"0",69,0,0,0,0,1,0,1,0,0,0,1,0,23,0,0,1
"0",117,0,0,0,0,1,57,1,0,0,0,1,0,24,0,0,1
"0",90,0,1,0,0,1,329,1,0,1,0,0,0,37,0,1,1
"1",25,0,0,0,0,1,13,0,0,1,0,0,0,36,0,1,0
"0",126,0,0,1,0,0,-1,0,0,0,0,1,0,23,0,0,1
"1",68,0,1,0,0,1,-1,1,0,0,0,0,0,22,0,1,0
"1",76,0,0,0,0,1,0,0,0,0,0,1,0,23,0,0,1
"1",68,0,0,0,0,1,737,0,0,0,0,1,0,20,0,1,0
"0",131,0,0,0,0,1,6,1,0,0,0,1,0,20,0,0,1
"1",49,0,1,0,0,1,13,1,0,0,0,0,0,23,0,0,0
"0",41,1,0,0,0,0,3059,1,0,1,0,0,0,19,0,0,1
"1",66,1,0,0,0,0,1030,1,0,0,0,1,0,25,0,0,1
"1",67,0,0,0,0,1,125,0,0,0,0,0,0,21,0,0,1
"0",73,0,0,0,0,1,-130,1,0,0,0,1,0,22,0,1,1
"1",102,0,1,0,0,0,4,1,0,0,0,1,0,33,0,1,1
"0",118,0,1,0,0,1,82,1,0,0,0,1,0,20,0,0,1
"0",101,1,0,0,0,1,344,1,0,0,0,1,0,22,0,0,1
"0",77,0,0,0,0,1,208,1,0,0,0,1,0,18,0,0,1
"1",101,1,0,0,0,1,0,1,0,0,0,1,0,19,0,1,1
"1",84,0,1,0,0,1,152,1,0,0,0,1,0,20,0,1,0
"1",96,0,0,0,0,1,-1,1,0,0,0,1,0,21,0,1,0
"1",25,1,0,0,0,1,20,0,0,1,0,0,0,35,1,0,1
"1",95,0,0,0,0,1,87,1,1,0,0,0,0,35,0,0,1
"1",56,0,0,0,0,1,-1,1,0,0,0,1,0,28,0,0,1
"0",122,1,0,0,0,1,-1,0,0,0,0,1,0,21,0,1,1
"1",104,0,1,0,0,1,874,1,0,0,0,1,0,22,0,1,0
"1",109,0,0,1,0,0,779,1,0,0,0,0,0,21,0,0,0
"1",108,0,1,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"1",130,0,1,0,0,1,494,0,0,0,0,1,0,22,0,0,1
"0",115,0,0,0,0,1,150,1,0,0,0,1,0,22,0,0,1
"1",63,0,1,0,0,1,28,1,0,0,0,1,0,26,0,0,1
"1",96,1,0,0,0,1,-1,1,0,0,0,1,0,18,0,1,1
"0",94,0,1,0,0,1,-1,1,0,0,0,1,0,24,0,0,1
"0",117,0,0,0,0,1,58,0,0,0,0,1,0,35,0,1,1
"0",112,0,0,0,0,1,724,0,0,0,0,1,0,38,0,0,1
"1",74,0,1,0,0,1,27,1,0,0,0,0,0,19,0,0,0
"1",48,1,0,0,0,1,-1,1,0,0,0,1,0,35,0,1,1
"1",115,0,0,0,0,1,-1,0,0,0,0,1,0,25,0,0,1
"0",115,0,1,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"0",102,0,0,0,0,0,1640,1,0,0,0,1,0,20,0,0,1
"1",96,1,0,0,0,1,396,0,0,0,0,1,0,21,0,1,1
"1",157,0,0,1,0,0,771,1,0,0,0,1,0,40,0,0,1
"1",108,1,0,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"0",108,0,1,0,0,1,-1,1,0,1,0,0,0,30,0,0,1
"0",53,0,0,0,0,1,-1,0,0,0,0,1,0,25,0,0,1
"1",94,0,0,1,0,0,345,1,1,0,0,0,0,32,0,0,0
"0",47,1,0,0,0,0,-1,0,0,0,0,1,0,20,0,0,1
"1",104,0,1,0,0,1,-1,1,0,0,0,0,0,28,0,0,0
"1",91,1,0,0,0,1,7,1,0,0,0,1,0,49,0,0,1
"0",56,0,1,0,0,1,-1,1,0,1,0,0,0,24,0,1,1
"1",137,0,1,0,0,1,-1,0,0,0,0,1,0,25,0,0,1
"0",14,1,0,0,0,1,436,1,0,1,0,0,0,32,1,1,1
"1",76,1,0,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"1",117,0,0,0,0,0,41,1,0,1,0,0,0,29,0,0,1
"1",117,0,0,0,0,1,-1,1,0,0,0,0,0,30,0,0,0
"1",18,1,0,0,0,0,920,1,0,1,0,0,0,40,0,0,1
"1",54,1,0,0,0,1,8,1,0,0,0,1,0,33,0,0,1
"1",73,1,0,0,0,1,0,0,0,0,0,1,0,35,0,0,1
"1",62,1,0,0,0,0,-1,1,0,1,0,0,0,25,0,0,1
"1",102,0,0,0,0,1,78,1,0,1,0,0,0,40,0,0,1
"0",75,0,0,0,0,1,-1,1,0,0,0,1,0,24,0,0,1
"1",126,0,1,0,0,0,754,1,0,0,0,1,0,28,0,0,0
"1",137,0,1,0,0,1,11,1,0,0,0,1,0,38,0,1,1
"1",131,1,0,0,0,1,-1,1,0,0,0,1,0,24,0,1,1
"1",131,0,0,0,0,0,709,1,0,1,0,0,0,29,0,1,1
"1",131,0,1,0,0,1,229,1,0,0,0,1,0,22,0,0,1
"0",118,0,0,0,0,1,112,1,0,0,0,1,0,22,0,1,1
"1",46,1,0,0,0,1,216,1,0,0,0,1,0,18,0,0,1
"1",31,0,0,1,0,0,0,1,0,0,0,1,0,25,0,0,1
"0",41,1,0,0,0,1,-1,1,0,0,0,1,0,24,0,0,1
"0",118,0,1,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"0",97,0,1,0,0,1,77,0,0,0,0,1,0,24,0,1,1
"1",89,0,0,0,0,1,-1,0,0,0,0,1,0,25,0,1,1
"0",104,0,1,0,0,1,131,0,0,0,0,1,0,24,0,1,1
"1",108,1,0,0,0,1,0,1,0,0,0,1,0,22,0,1,1
"0",124,1,0,0,0,1,1821,0,0,0,0,1,0,24,0,1,1
"0",73,0,1,0,0,1,862,1,0,0,0,1,0,25,0,1,1
"1",103,0,0,0,0,1,968,1,1,0,0,0,0,21,1,0,1
"1",47,0,0,0,0,1,-1,1,0,0,0,1,0,22,0,1,1
"0",47,0,0,0,0,0,2,1,0,1,0,0,0,32,0,0,1
"1",116,1,0,0,0,1,112,1,0,0,0,1,0,20,0,1,1
"0",91,0,0,0,0,1,908,1,0,0,0,1,0,21,0,0,1
"0",73,0,1,0,0,1,-1,1,0,0,0,1,0,24,0,0,1
"0",122,0,0,0,0,0,2158,1,0,0,0,1,0,24,0,0,1
"1",137,0,1,0,0,0,656,0,0,0,0,1,0,20,0,1,0
"1",70,1,0,0,0,1,6,1,0,1,0,0,0,35,0,0,1
"1",137,0,1,0,0,1,-1,1,0,0,0,1,0,18,0,1,1
"1",130,0,1,0,0,1,78,1,0,0,0,1,0,24,0,1,1
"0",47,0,0,0,0,1,0,1,0,0,0,1,0,28,0,0,1
"1",77,0,1,0,0,1,774,1,0,1,0,0,0,30,0,0,1
"0",94,0,1,0,0,1,143,1,0,0,0,1,0,19,0,1,1
"0",110,0,0,0,0,1,109,1,0,0,0,1,0,22,0,1,1
"1",133,1,0,0,0,0,1744,1,0,1,0,0,0,38,0,0,1
"1",69,0,1,0,0,1,91,1,1,0,0,0,0,32,0,1,1
"1",126,0,1,0,0,1,20,0,0,1,0,0,0,47,0,0,0
"0",124,1,0,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"1",91,0,1,0,0,0,-1,1,0,0,0,1,0,21,0,0,1
"1",98,0,1,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"0",98,1,0,0,0,1,843,1,0,1,0,0,0,34,0,1,1
"1",39,0,0,0,0,0,-1,1,0,1,0,0,0,27,0,1,1
"0",84,0,1,0,0,1,103,1,0,0,0,1,0,21,0,0,1
"0",125,0,1,0,0,1,0,1,0,0,0,1,0,26,0,0,1
"1",125,0,1,0,0,1,-1,1,0,0,0,0,0,32,0,1,0
"0",125,0,1,0,0,1,251,1,0,0,0,1,0,18,0,1,1
"1",75,0,1,0,0,1,-1,0,0,0,0,0,0,20,0,1,0
"0",130,0,0,0,0,1,184,1,0,1,0,0,0,26,0,0,1
"1",125,1,0,0,0,1,-1,1,0,0,0,1,0,21,0,0,1
"0",125,0,0,0,0,1,6,1,0,1,0,0,0,41,0,0,1
"0",73,0,0,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"0",130,0,1,0,0,1,-1,0,0,0,0,1,0,21,0,0,1
"0",41,0,0,0,0,1,643,1,0,0,0,1,0,31,0,1,1
"0",108,0,1,0,0,1,66,1,0,0,0,1,0,22,0,1,1
"0",42,0,0,0,0,1,0,1,0,0,0,1,0,24,0,0,1
"0",73,0,0,0,0,1,833,1,0,0,0,1,0,23,0,0,1
"1",133,0,1,0,0,0,-1,1,0,0,0,1,0,22,0,0,1
"0",96,1,0,0,0,1,1076,1,0,0,0,1,0,18,0,1,1
"1",126,0,1,0,0,0,2898,1,0,0,0,1,0,22,0,1,1
"0",108,0,1,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"0",88,0,1,0,0,1,78,0,0,0,0,1,0,43,0,0,1
"0",97,0,0,1,0,0,14,1,0,0,0,1,0,28,1,0,1
"1",75,1,0,0,0,1,2,1,0,0,0,1,0,42,0,0,1
"0",66,0,0,0,0,0,-1,0,0,0,0,1,0,25,0,0,1
"1",110,1,0,0,0,1,-1,1,0,0,0,1,0,20,0,1,1
"0",108,0,1,0,0,0,83,1,0,0,0,1,0,23,0,0,1
"1",66,1,0,0,0,1,32,0,0,0,0,1,0,28,0,0,1
"1",91,0,0,0,0,1,68,1,0,0,0,1,0,22,0,0,1
"0",110,1,0,0,0,1,86,0,0,0,0,1,0,32,1,0,1
"0",77,0,1,0,0,0,55,1,0,0,0,1,0,28,0,0,1
"1",75,1,0,0,0,1,2,1,0,1,0,0,0,32,0,1,1
"1",54,0,0,0,0,1,0,1,0,0,0,1,0,23,0,1,1
"0",20,1,0,0,0,1,543,1,0,0,0,1,0,21,0,0,1
"0",130,0,0,0,0,1,6,0,0,0,0,1,0,22,0,0,1
"1",84,0,1,0,0,1,4,1,0,0,0,1,0,20,0,0,1
"1",115,0,0,0,0,0,-1,1,0,1,0,0,0,26,0,0,0
"1",97,0,1,0,0,1,0,1,0,0,0,1,0,25,0,1,1
"1",91,0,1,0,0,1,210,1,0,0,0,1,0,20,0,1,1
"0",118,0,1,0,0,1,118,1,0,1,0,0,0,31,0,0,1
"0",132,1,0,0,0,1,39,1,0,0,0,1,0,21,0,0,1
"1",42,0,0,0,0,1,0,0,0,0,0,1,0,22,0,0,1
"1",115,0,1,0,0,1,12,1,0,0,0,1,0,21,0,0,1
"0",111,0,1,0,0,1,-1,1,0,0,0,0,0,21,0,0,1
"0",131,1,0,0,0,1,-1,1,0,0,0,1,0,18,0,1,1
"1",111,0,1,0,0,1,-1,1,0,0,0,0,0,23,0,0,0
"1",104,1,0,0,0,1,1,1,0,0,0,1,0,21,0,0,1
"1",91,1,0,0,0,1,-1,1,0,0,0,1,0,27,0,1,1
"1",102,0,0,0,0,0,-1,0,0,0,0,0,0,25,0,0,1
"0",122,0,0,0,0,1,-1,0,1,0,0,0,0,35,1,0,1
"0",115,0,0,0,0,1,30,0,0,0,0,1,0,29,0,0,1
"1",88,0,1,0,0,1,-1,1,0,0,0,1,0,35,0,1,1
"1",81,1,0,0,0,1,1598,0,0,0,0,1,0,19,0,0,1
"0",39,1,0,0,0,1,-1,1,0,1,0,0,0,28,1,1,1
"0",89,0,1,0,0,1,253,0,0,0,0,1,0,20,0,1,1
"0",147,0,0,0,0,1,-1,1,0,1,0,0,0,28,0,1,1
"1",110,0,1,0,0,1,-1,1,1,0,0,0,0,32,0,0,1
"0",96,1,0,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"1",109,0,0,0,0,1,-1,1,0,1,0,0,0,34,0,0,1
"1",35,1,0,0,0,1,0,1,0,0,0,1,0,18,0,1,1
"1",94,0,0,0,0,1,-1,1,0,1,0,0,0,25,0,0,1
"0",77,0,0,1,0,0,-1,1,0,0,0,1,0,22,0,0,1
"0",68,1,0,0,0,1,8,0,0,0,0,1,0,23,0,0,1
"1",77,0,1,0,0,0,1720,1,0,0,0,1,0,19,0,1,1
"1",96,1,0,0,0,1,13,1,0,0,0,1,0,22,0,1,1
"1",66,1,0,0,0,0,854,1,0,1,0,0,0,61,0,0,1
"1",117,1,0,0,0,1,746,1,0,1,0,0,0,33,0,1,1
"0",26,1,0,0,0,1,0,1,0,0,0,1,0,25,0,0,1
"0",143,0,1,0,0,1,126,1,0,0,0,1,0,21,0,0,1
"0",108,0,1,0,0,1,2,1,0,0,0,1,0,22,0,0,1
